,artists,acousticness,danceability,duration_ms,energy,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
14361,Thad Jones,0.779272727,0.461909091,207378.1818,-9.175545455,0.16258181800000002,-9.175545455,0.071427273,20.63636364,0.0,20.63636364,0,1,11,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trumpet', 'soul jazz']"
14362,Thad Jones-Mel Lewis Jazz Orchestra,0.865,0.366,348733.0,-21.669,0.10400000000000001,-21.669,0.0875,34.0,8.0,34.0,8,1,2,['others']
14363,Thalía,0.22417407399999997,0.657185185,241523.4444,-6.053259259,0.308333333,-6.053259259,0.06405925900000001,55.07407407,2.0,55.07407407,2,1,27,"['dance pop', 'latin', 'latin pop', 'mexican pop']"
14364,The 13th Floor Elevators,0.0108,0.428,146738.0,-4.454,0.0985,-4.454,0.12300000000000001,52.0,2.0,52.0,2,0,2,"['acid rock', 'classic garage rock', 'experimental', 'folk rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
14365,The 1975,0.15750231,0.556837838,253301.8018,-6.876810811,0.22103964,-6.876810811,0.049974775,59.97297297,2.0,59.97297297,2,1,111,"['indie pop', 'modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']"
14366,The 2 Inversions,0.988,0.131,145800.0,-17.229,0.0936,-17.229,0.0364,59.0,9.0,59.0,9,0,2,"['background music', 'focus']"
14367,The 5 Heartbeats,0.28635,0.607666667,308680.0,-10.97366667,0.35308333299999994,-10.97366667,0.047166667,29.83333333,5.0,29.83333333,5,1,12,['others']
14368,The 5.6.7.8's,0.732,0.5660000000000001,119387.0,-9.849,0.596,-9.849,0.0435,50.0,11.0,50.0,11,0,2,"['japanese garage rock', 'japanese rockabilly', 'surf music']"
14369,The 5th Dimension,0.51649375,0.41575,193905.8125,-10.3469375,0.18909375,-10.3469375,0.03275625,36.25,7.0,36.25,7,1,32,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']"
14370,The 88,0.0009789999999999998,0.5429999999999999,169960.0,-8.655,0.0864,-8.655,0.0307,56.0,9.0,56.0,9,1,2,['la indie']
14371,The Acacia Strain,0.00214,0.5329999999999999,243760.0,-4.63,0.0965,-4.63,0.085,47.0,11.0,47.0,11,1,2,"['deathcore', 'djent', 'melodic metalcore', 'metalcore']"
14372,The Academy Is...,0.037973667,0.5066666670000001,216366.0,-4.791333333,0.250966667,-4.791333333,0.071733333,45.33333333,9.0,45.33333333,9,1,6,"['emo', 'neon pop punk', 'pop emo', 'pop punk', 'screamo']"
14373,The Aces,0.57355,0.722272727,160968.6364,-9.202772727000001,0.149113636,-9.202772727000001,0.062854545,31.81818182,8.0,31.81818182,8,1,44,"['electropop', 'indie pop', 'indie poptimism', 'indietronica']"
14374,The Action,0.247483333,0.383666667,205064.5,-12.99016667,0.1902,-12.99016667,0.0402,28.0,2.0,28.0,2,1,12,"['british blues', 'classic garage rock', 'freakbeat', 'psychedelic rock']"
14375,The Adicts,0.010291,0.418888889,169563.0,-5.762666667,0.20218333300000002,-5.762666667,0.0752,31.44444444,0.0,31.44444444,0,1,36,"['hardcore punk', 'oi', 'punk', 'uk82']"
14376,The Adventures,0.0099755,0.527,286353.5,-12.4815,0.0969,-12.4815,0.02845,39.5,2.0,39.5,2,1,4,['comedy rap']
14377,The Adventures Of Stevie V,0.0012900000000000001,0.757,243133.0,-13.169,0.0877,-13.169,0.0413,45.0,5.0,45.0,5,0,2,['hip house']
14378,The Adverts,0.01709,0.265333333,136853.0,-6.535,0.1849,-6.535,0.088466667,34.0,4.0,34.0,4,0,6,"['post-punk', 'pub rock', 'punk']"
14379,The Afters,0.053,0.4905,235770.25,-4.23125,0.10985,-4.23125,0.036925,47.75,2.0,47.75,2,1,8,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'world worship', 'worship']"
14380,The Aggrovators,0.0928,0.716,221840.0,-13.519,0.19699999999999998,-13.519,0.128,34.0,1.0,34.0,1,1,2,"['dub', 'reggae', 'rock steady', 'roots reggae']"
14381,The Airborne Toxic Event,0.00912,0.5048,252992.0,-4.5484,0.122,-4.5484,0.05106,50.2,8.0,50.2,8,1,5,"['indie pop', 'indie rock', 'la indie', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']"
14382,The Al Cohn - Zoot Sims Quintet,0.7659999999999999,0.41,259000.0,-13.155,0.34600000000000003,-13.155,0.0489,17.0,5.0,17.0,5,1,2,['others']
14383,The Alan Parsons Project,0.38785194799999995,0.56838961,269049.4675,-11.3931039,0.17807013,-11.3931039,0.039053247,38.61038961,2.0,38.61038961,2,1,154,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
14384,The Alarm,0.013056,0.556,276639.2,-7.7754,0.13226,-7.7754,0.040780000000000004,35.2,11.0,35.2,11,1,10,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'welsh rock']"
14385,The Album Leaf,0.62925,0.38683333299999995,274660.0,-14.55766667,0.13968333300000002,-14.55766667,0.04515,44.83333333,1.0,44.83333333,1,1,12,"['american post-rock', 'compositional ambient', 'focus', 'post-rock']"
14386,The All Star Jam Band,0.9640000000000001,0.5015,271813.0,-12.109000000000002,0.9525,-12.109000000000002,0.09475,6.25,10.0,6.25,10,1,8,['others']
14387,The All-American Rejects,0.004306456,0.5096666670000001,221475.6111,-4.6992222219999995,0.23402777800000002,-4.6992222219999995,0.04300555599999999,54.05555556,0.0,54.05555556,0,1,36,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']"
14388,The All-Star Orchestra,0.9620000000000001,0.6970000000000001,182200.0,-9.241,0.25,-9.241,0.0583,4.0,0.0,4.0,0,1,2,['others']
14389,The Allman Brothers Band,0.331065,0.43388095200000004,410198.1429,-11.12080952,0.40630873,-11.12080952,0.044062698,31.42857143,2.0,31.42857143,2,1,252,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']"
14390,The Allstars,0.5957,0.6559,177050.7,-11.6719,0.1925,-11.6719,0.13512000000000002,20.3,10.0,20.3,10,1,20,['others']
14391,The Almanac Singers,0.976166667,0.621833333,153311.1667,-11.66133333,0.161616667,-11.66133333,0.047783333,18.5,1.0,18.5,1,1,12,"['american folk revival', 'traditional folk']"
14392,The Almost,0.00326925,0.4605,201540.0,-3.5905,0.223,-3.5905,0.0879,44.5,2.0,44.5,2,1,4,"['christian alternative rock', 'christian rock', 'dreamo', 'pop punk', 'post-hardcore', 'screamo']"
14393,The Amboina Serenaders,0.9675,0.52575,164230.75,-17.76991667,0.13975,-17.76991667,0.041691667,11.66666667,9.0,11.66666667,9,1,24,['others']
14394,The Amboy Dukes,0.058806667,0.40299999999999997,284000.6667,-10.78266667,0.36926666700000005,-10.78266667,0.043533333,38.66666667,0.0,38.66666667,0,1,6,"['classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
14395,The American Dollar,0.43,0.496,248125.0,-22.248,0.0997,-22.248,0.0359,52.0,1.0,52.0,1,0,2,"['american post-rock', 'compositional ambient', 'focus', 'post-rock']"
14396,The American Idiot Broadway Company,0.0569,0.41700000000000004,262387.0,-5.87,0.0585,-5.87,0.0296,59.0,8.0,59.0,8,1,2,['others']
14397,The Ames Brothers,0.7695625,0.42759375,171888.2188,-8.85934375,0.2308,-8.85934375,0.044290625,9.6875,10.0,9.6875,10,1,32,"['adult standards', 'deep adult standards', 'easy listening', 'vocal harmony group']"
14398,The Amigos,0.812,0.41,135200.0,-14.097000000000001,0.156,-14.097000000000001,0.0376,21.0,4.0,21.0,4,1,2,['irish country']
14399,The Amity Affliction,0.01201422,0.4178,230966.8,-4.3836,0.23586,-4.3836,0.11285999999999999,56.8,11.0,56.8,11,0,10,"['australian metalcore', 'melodic metalcore', 'metalcore']"
14400,The Andrews Sisters,0.791722222,0.654444444,172411.7963,-11.72301852,0.156122222,-11.72301852,0.12792963,25.81481481,3.0,25.81481481,3,1,54,"['adult standards', 'lounge', 'swing', 'torch song', 'vocal harmony group', 'vocal jazz']"
14401,The Angelic Choir,0.8886666670000001,0.367888889,368637.1111,-12.02,0.309333333,-12.02,0.054966667000000004,14.44444444,10.0,14.44444444,10,1,18,['papuri']
14402,The Angels,0.212573333,0.554666667,224871.3333,-7.617666667000001,0.130333333,-7.617666667000001,0.077433333,51.33333333,7.0,51.33333333,7,1,6,"['blues rock', 'garage rock', 'neo-psychedelic', 'nu gaze', 'punk blues']"
14403,The Animals,0.334252283,0.50751087,198067.2609,-6.950315217000001,0.211444565,-6.950315217000001,0.043115217000000004,26.48913043,5.0,26.48913043,5,1,184,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock']"
14404,The Antlers,0.9740000000000001,0.324,311240.0,-13.909,0.0892,-13.909,0.0416,53.0,9.0,53.0,9,0,2,"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'stomp and holler']"
14405,The Apache Relay,0.1,0.5589999999999999,208333.0,-5.386,0.221,-5.386,0.0308,49.0,2.0,49.0,2,1,2,"['lo star', 'modern folk rock', 'stomp and holler']"
14406,The Apples In Stereo,0.20435,0.486,211693.5,-8.3225,0.15575,-8.3225,0.03905,40.5,2.0,40.5,2,1,4,"['alternative rock', 'athens indie', 'denver indie', 'e6fi', 'gbvfi', 'indie pop', 'lo-fi']"
14407,The Aquabats!,0.203630714,0.569142857,212781.0,-5.737714286,0.173342857,-5.737714286,0.1083,40.57142857,9.0,40.57142857,9,1,14,"['comic', 'modern ska punk', 'ska', 'ska punk']"
14408,The Aquatones,0.8109999999999999,0.23600000000000002,119480.0,-5.037,0.205,-5.037,0.0362,26.0,10.0,26.0,10,1,2,['doo-wop']
14409,The Archie Bleyer Orchestra,0.899,0.62,144170.0,-6.622999999999999,0.17800000000000002,-6.622999999999999,0.046,51.0,9.0,51.0,9,1,2,['others']
14410,The Archies,0.374779,0.7306,159616.1,-9.7752,0.15937,-9.7752,0.03348,43.4,2.0,43.4,2,1,20,"['brill building pop', 'bubblegum pop', 'classic canadian rock', 'folk rock']"
14411,The Arcs,0.00813,0.501,262403.0,-8.2075,0.113,-8.2075,0.0427,57.0,6.0,57.0,6,1,4,"['funk', 'garage rock', 'indie rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']"
14412,The Art Of Noise,0.21064000000000002,0.7132,434216.0,-11.7154,0.1237,-11.7154,0.05466,38.8,9.0,38.8,9,1,10,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
14413,The Associates,0.0528,0.597,335800.0,-6.5729999999999995,0.0575,-6.5729999999999995,0.0665,41.0,7.0,41.0,7,1,2,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop', 'uk post-punk']"
14414,The Association,0.47573636399999997,0.524151515,172750.6364,-11.45242424,0.173151515,-11.45242424,0.035206061000000004,27.0,5.0,27.0,5,1,66,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']"
14415,The Astronauts,0.0485125,0.43825,132676.75,-11.2245,0.10255,-11.2245,0.037625,15.75,2.0,15.75,2,1,8,"['djent', 'instrumental progressive metal', 'thall']"
14416,The Ataris,0.002542325,0.39175,214783.25,-3.68975,0.329875,-3.68975,0.07665,50.75,6.0,50.75,6,1,8,"['emo', 'pop punk', 'punk', 'screamo', 'skate punk']"
14417,The Atomic Fireballs,7.900000000000001e-05,0.647,181800.0,-3.54,0.382,-3.54,0.0496,45.0,0.0,45.0,0,1,2,"['swing', 'swing revival']"
14418,The Attila,0.987,0.606,188656.0,-8.52,0.354,-8.52,0.102,1.0,4.0,1.0,4,0,2,['others']
14419,The Audition,0.0087,0.47700000000000004,212187.0,-2.499,0.121,-2.499,0.0558,48.0,8.0,48.0,8,0,2,"['chicago punk', 'neon pop punk', 'pop emo', 'pop punk', 'screamo']"
14420,The Autumn Defense,0.515,0.594,273987.0,-7.446000000000001,0.0763,-7.446000000000001,0.027999999999999997,42.0,5.0,42.0,5,1,2,"['baroque pop', 'pop rock']"
14421,The Avalanches,0.093444444,0.583555556,234957.0,-7.486888888999999,0.494111111,-7.486888888999999,0.1024,42.88888889,7.0,42.88888889,7,1,18,"['alternative dance', 'australian alternative rock', 'australian dance', 'big beat', 'collage pop', 'electronica', 'indietronica', 'new rave', 'psychedelic hip hop']"
14422,The Avett Brothers,0.570778378,0.513972973,245073.5135,-8.790243242999999,0.157416216,-8.790243242999999,0.044935135,46.83783784,7.0,46.83783784,7,1,74,"['indie folk', 'neo mellow', 'new americana', 'north carolina indie', 'progressive bluegrass', 'roots rock', 'stomp and holler']"
14423,The B-52's,0.040487446,0.6609999999999999,262943.2421,-8.871021053,0.216551579,-8.871021053,0.046045262999999996,36.56842105,11.0,36.56842105,11,1,95,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']"
14424,The BBC Dance Orchestra,0.951923077,0.559384615,169303.6154,-17.92165385,0.127619231,-17.92165385,0.048796154,7.307692307999999,7.0,7.307692307999999,7,1,52,['british dance band']
14425,The Baba Brooks Band,0.98,0.685,179773.0,-7.733,0.11900000000000001,-7.733,0.0696,20.0,0.0,20.0,0,1,2,['others']
14426,The Babys,0.19746666699999998,0.47733333299999997,233202.1667,-6.5925,0.26595,-6.5925,0.050058332999999997,34.08333333,9.0,34.08333333,9,1,24,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'soft rock']"
14427,The Bach Choir,0.884,0.133,456320.0,-18.660999999999998,0.0991,-18.660999999999998,0.0428,17.0,9.0,17.0,9,1,1,['british choir']
14428,The Backseat Lovers,0.0613,0.327,282206.0,-9.992,0.113,-9.992,0.0418,63.0,1.0,63.0,1,1,2,"['indie pop', 'slc indie']"
14429,The Backyardigans,0.792,0.691,58320.0,-4.7410000000000005,0.161,-4.7410000000000005,0.0421,45.0,9.0,45.0,9,1,2,"['cartoon', ""children's music""]"
14430,The Bad Plus,0.326,0.635,244573.0,-13.571,0.057999999999999996,-13.571,0.0363,44.0,10.0,44.0,10,1,2,"['alternative rock', 'art rock', 'permanent wave', 'rock']"
14431,The Balfa Brothers,0.531,0.56,142240.0,-16.773,0.43,-16.773,0.0325,32.0,7.0,32.0,7,1,2,['zydeco']
14432,The Ballroom Thieves,0.774,0.516,190120.0,-15.263,0.139,-15.263,0.0352,59.0,0.0,59.0,0,1,2,"['deep new americana', 'folk-pop', 'indie folk', 'indiecoustica', 'new americana', 'new england americana', 'stomp and holler']"
14433,The Band,0.38096019,0.550151659,247693.8341,-9.367265403,0.284981991,-9.367265403,0.063416588,32.26066351,0.0,32.26066351,0,1,211,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']"
14434,The Band CAMINO,0.12933625,0.5225,222376.75,-6.3015,0.227625,-6.3015,0.0504375,62.25,9.0,62.25,9,1,16,"['electropop', 'hopebeat', 'indie pop', 'indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop', 'pop rock']"
14435,The Band Of Heathens,0.341775,0.515,284066.75,-7.7655,0.1027,-7.7655,0.035,53.5,7.0,53.5,7,1,8,"['austin americana', 'modern southern rock', 'new americana', 'roots americana', 'roots rock', 'texas country']"
14436,The Band Perry,0.265425,0.5868,214637.3,-5.1137,0.16774,-5.1137,0.03404,47.8,7.0,47.8,7,1,20,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
14437,The Bangles,0.19809357100000002,0.592571429,200430.5,-10.27721429,0.20552857100000002,-10.27721429,0.048628570999999995,45.85714286,11.0,45.85714286,11,1,28,"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock']"
14438,The Bar-Kays,0.193118182,0.727818182,302461.8182,-10.20245455,0.09331818199999999,-10.20245455,0.051427272999999996,37.27272727,4.0,37.27272727,4,1,22,"['classic soul', 'disco', 'electro', 'funk', 'memphis soul', 'motown', 'popping', 'post-disco', 'soul', 'southern soul']"
14439,The Barbarians,0.0296,0.48200000000000004,137867.0,-9.87,0.3,-9.87,0.0311,30.0,2.0,30.0,2,1,2,"['classic garage rock', 'freakbeat', 'protopunk']"
14440,The Barden Bellas,0.7068,0.5294,170991.8,-6.335,0.09664,-6.335,0.1504,51.6,6.0,51.6,6,1,5,"['a cappella', 'hollywood', 'post-teen pop']"
14441,The Barr Brothers,0.7185,0.5445,260647.0,-11.387,0.196,-11.387,0.03725,56.5,11.0,56.5,11,1,4,"['canadian americana', 'canadian indie', 'deep new americana', 'indie folk', 'new americana', 'roots rock', 'stomp and holler']"
14442,The Barry Sisters,0.772833333,0.552166667,177724.5,-10.94633333,0.253683333,-10.94633333,0.10008333300000001,17.16666667,0.0,17.16666667,0,1,12,['klezmer']
14443,The Bats,0.314,0.45,243513.5,-11.334000000000001,0.3195,-11.334000000000001,0.0619,31.5,3.0,31.5,3,1,4,"['c86', 'christchurch indie', 'dunedin sound', 'e6fi', 'gbvfi', 'lo-fi', 'nz indie']"
14444,The Bay City Jazz Band,0.7140000000000001,0.574,193333.0,-13.985999999999999,0.504,-13.985999999999999,0.0654,22.0,3.0,22.0,3,1,2,['others']
14445,The Be Good Tanyas,0.496,0.636,313880.0,-20.085,0.109,-20.085,0.0394,52.0,5.0,52.0,5,0,2,"['alternative country', 'canadian americana', 'folk', 'lilith', 'new americana', 'vancouver indie']"
14446,The Beach Boys,0.398488245,0.5029446679999999,148845.0946,-9.925742455,0.191189235,-9.925742455,0.04397062400000001,27.95774648,9.0,27.95774648,9,1,994,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
14447,The BeachBums,0.342,0.475,171240.0,-4.433,0.138,-4.433,0.10400000000000001,26.0,10.0,26.0,10,1,1,['others']
14448,The Beat,0.013455000000000002,0.6785,163742.5,-9.9885,0.03045,-9.9885,0.0432,38.0,7.0,38.0,7,1,4,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
14449,The Beatles,0.36035593200000005,0.5219754560000001,174307.87,-9.682696233,0.223001337,-9.682696233,0.053395017999999995,48.06075334,0.0,48.06075334,0,1,823,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
14450,The Beau Brummels,0.20800000000000002,0.536333333,154921.3333,-8.038333332999999,0.09883333300000001,-8.038333332999999,0.0424,30.0,9.0,30.0,9,0,6,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'freakbeat', 'merseybeat', 'psychedelic rock']"
14451,The Beautiful Girls,0.7565,0.703,250753.5,-14.1225,0.114,-14.1225,0.0791,46.5,8.0,46.5,8,1,4,"['australian reggae fusion', 'reggae rock']"
14452,The Beautiful South,0.41666666700000005,0.716,189746.6667,-12.921,0.12666666699999998,-12.921,0.0405,56.0,5.0,56.0,5,1,6,"['britpop', 'dance rock', 'melancholia', 'new wave pop', 'pop rock']"
14453,The Bees,0.7759999999999999,0.462,275933.0,-9.39,0.19399999999999998,-9.39,0.0282,41.0,4.0,41.0,4,1,2,"['acid rock', 'british indie rock', 'britpop', 'isle of wight indie']"
14454,The Belairs,0.826,0.447,131800.0,-17.544,0.11900000000000001,-17.544,0.0332,14.0,2.0,14.0,2,0,2,['surf music']
14455,The Bellamy Brothers,0.08113200000000001,0.66035,215674.65,-14.0129,0.12119500000000001,-14.0129,0.03481,37.4,7.0,37.4,7,1,40,"['country', 'country rock']"
14456,The Belle Stars,0.183666667,0.701,177413.3333,-7.805,0.266966667,-7.805,0.061733333,42.66666667,1.0,42.66666667,1,1,6,['new wave pop']
14457,The Belmonts,0.469,0.662,273533.0,-8.052999999999999,0.0482,-8.052999999999999,0.0555,36.0,6.0,36.0,6,1,2,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
14458,The Belonging Co,0.00227,0.424,486945.0,-6.864,0.115,-6.864,0.0285,63.0,9.0,63.0,9,1,1,"['anthem worship', 'ccm', 'world worship']"
14459,The Beloved,0.01108,0.562,302911.3333,-8.566666667,0.071933333,-8.566666667,0.033433332999999996,54.33333333,10.0,54.33333333,10,0,6,"['dance rock', 'hip house', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
14460,The Ben Taylor Band,0.315,0.644,261867.0,-12.935,0.162,-12.935,0.0352,44.0,7.0,44.0,7,1,2,['others']
14461,The Ben Webster Quintet,0.86525,0.56775,330983.25,-18.50125,0.10365,-18.50125,0.0516,18.875,8.0,18.875,8,1,16,['others']
14462,The Benjamin Wright Orchestra,0.20600000000000002,0.804,322627.0,-6.627999999999999,0.165,-6.627999999999999,0.0458,49.0,11.0,49.0,11,0,2,['others']
14463,The Beta Band,0.14207999999999998,0.55725,342326.75,-10.82025,0.182125,-10.82025,0.08425,45.0,5.0,45.0,5,1,8,"['alternative rock', 'britpop', 'chamber psych', 'indie rock', 'scottish indie']"
14464,The Beu Sisters,0.349,0.8079999999999999,217187.0,-3.5060000000000002,0.131,-3.5060000000000002,0.0843,39.0,1.0,39.0,1,0,2,['others']
14465,The Big Aces,0.988,0.5379999999999999,192893.0,-10.38,0.139,-10.38,0.0764,6.0,0.0,6.0,0,0,2,['others']
14466,The Big Bopper,0.7513,0.6515,140017.5,-6.9594,0.16163,-6.9594,0.1042,22.3,4.0,22.3,4,1,20,"['rock-and-roll', 'rockabilly']"
14467,The Big Three,0.737,0.389,161506.5,-20.8815,0.10545,-20.8815,0.0465,12.0,7.0,12.0,7,1,4,['merseybeat']
14468,The Big Wu,0.444,0.586,245880.0,-13.139000000000001,0.0864,-13.139000000000001,0.0518,37.0,2.0,37.0,2,1,2,['jam band']
14469,The Birthday Massacre,0.000128,0.511,221267.0,-5.131,0.305,-5.131,0.0308,47.0,3.0,47.0,3,0,2,"['canadian rock', 'dark wave', 'gothic metal', 'industrial metal', 'industrial rock', 'pixie', 'slayer', 'steampunk']"
14470,The Birthday Party,0.027673332999999998,0.426333333,202582.0,-14.05833333,0.242,-14.05833333,0.055666667,30.66666667,7.0,30.66666667,7,1,6,"['alternative rock', 'australian post-punk', 'experimental', 'experimental rock', 'gothic rock', 'industrial', 'post-punk', 'punk blues']"
14471,The Bitter Sweets,0.265,0.243,125493.0,-5.5729999999999995,0.737,-5.5729999999999995,0.0326,14.0,4.0,14.0,4,1,2,['others']
14472,The Bittersweet,0.716,0.643,177500.0,-16.309,0.107,-16.309,0.0287,18.0,0.0,18.0,0,1,2,['others']
14473,The Biz,0.1545,0.8235,238946.0,-3.616,0.0806,-3.616,0.11,52.0,11.0,52.0,11,1,4,['electro house']
14474,The Black Angels,0.000265,0.4335,302426.5,-6.8485,0.1215,-6.8485,0.03045,47.0,7.0,47.0,7,1,4,"['blues rock', 'garage rock', 'neo-psychedelic', 'nu gaze', 'punk blues']"
14475,The Black Atlantic,0.975,0.5429999999999999,208982.0,-24.605999999999998,0.106,-24.605999999999998,0.0371,53.0,9.0,53.0,9,1,2,['dutch indie']
14476,The Black Crowes,0.038826394,0.45633333299999995,291524.0606,-5.024848485,0.217472727,-5.024848485,0.058478788,43.303030299999996,4.0,43.303030299999996,4,1,66,"['album rock', 'alternative rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'jam band', 'pop rock', 'post-grunge', 'rock', 'roots rock', 'southern rock']"
14477,The Black Jets,0.0725,0.762,177087.0,-4.35,0.0802,-4.35,0.0734,58.0,4.0,58.0,4,0,2,['others']
14478,The Black Keys,0.2794609,0.499383333,216048.85,-6.553266667000001,0.178861667,-6.553266667000001,0.055551667,50.86666667,2.0,50.86666667,2,0,120,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']"
14479,The Blackbyrds,0.10555,0.628625,278736.625,-14.581125,0.0854625,-14.581125,0.0369875,41.125,5.0,41.125,5,1,16,"['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm', 'soul', 'soul jazz']"
14480,The Blackout Allstars,1.55e-05,0.763,227093.0,-7.291,0.114,-7.291,0.0523,38.0,1.0,38.0,1,1,1,['others']
14481,The Blackwood Brothers Quartet,0.418,0.5660000000000001,102653.0,-9.235,0.369,-9.235,0.0307,15.0,11.0,15.0,11,1,2,['others']
14482,The Blasters,0.08567166699999999,0.548166667,154459.0,-11.31383333,0.196366667,-11.31383333,0.10713333300000001,31.66666667,7.0,31.66666667,7,1,12,"['cowpunk', 'pub rock', 'rock-and-roll', 'rockabilly', 'roots rock']"
14483,The Blockheads,0.0704,0.7120000000000001,223960.0,-7.845,0.11599999999999999,-7.845,0.0362,52.0,5.0,52.0,5,0,2,['others']
14484,The Blow,0.632,0.823,203013.0,-8.809,0.129,-8.809,0.0474,43.0,1.0,43.0,1,1,2,"['mellow gold', 'neo mellow', 'pop rock', 'post-grunge']"
14485,The Blow Monkeys,0.17793399999999998,0.6254,237050.6,-9.4874,0.12385999999999998,-9.4874,0.04824,38.8,9.0,38.8,9,1,5,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
14486,The Blue Caps,0.7659999999999999,0.565,131973.0,-14.610999999999999,0.287,-14.610999999999999,0.0506,41.0,7.0,41.0,7,1,2,['others']
14487,The Blue Nile,0.5285833329999999,0.647,343564.5,-8.28,0.088283333,-8.28,0.0278,42.5,4.0,42.5,4,1,12,"['art pop', 'art rock', 'dance rock', 'melancholia', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave']"
14488,The Blue Rays,0.67,0.79,174440.0,-12.960999999999999,0.0735,-12.960999999999999,0.0393,14.0,9.0,14.0,9,1,2,['others']
14489,The Blue Stars,0.925333333,0.691666667,153395.6667,-10.452,0.206666667,-10.452,0.071966667,2.0,7.0,2.0,7,1,6,['indorock']
14490,The Bluebelles,0.44,0.265,166307.0,-10.284,0.41,-10.284,0.0267,18.0,0.0,18.0,0,1,2,['others']
14491,The Bluegrass Album Band,0.40675,0.528,178110.25,-13.913,0.1835,-13.913,0.03475,26.25,10.0,26.25,10,1,8,"['appalachian folk', 'banjo', 'bluegrass', 'instrumental bluegrass', 'old-time', 'progressive bluegrass']"
14492,The Blues Brothers,0.29013,0.590866667,199443.8667,-6.9859666670000005,0.5898133329999999,-6.9859666670000005,0.134723333,43.16666667,10.0,43.16666667,10,1,30,"['blues', 'blues rock']"
14493,The Blues Magoos,0.4925,0.4425,148507.0,-8.5795,0.10775,-8.5795,0.04495,28.5,10.0,28.5,10,1,4,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
14494,The Blues Project,0.5855,0.462,341593.0,-11.0685,0.0953,-11.0685,0.04005,18.5,2.0,18.5,2,1,4,"['classic garage rock', 'freakbeat', 'psychedelic rock']"
14495,The Bluetones,0.0102,0.436,281360.0,-8.0,0.17600000000000002,-8.0,0.0259,42.0,11.0,42.0,11,0,2,['britpop']
14496,The Bobby Fuller Four,0.057183332999999996,0.559333333,148191.0,-6.319333332999999,0.107,-6.319333332999999,0.0328,49.0,7.0,49.0,7,1,6,"['bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat', 'rock-and-roll']"
